"None 70548" -- "Euphydryina 70299"
"None 70548" -- "None 70549"
"Oroya aurora 29620" -- "None 29624"
"None 10124" -- "None 10123"
"None 10124" -- "Planeustomus 10126"
"Gnamptogenys 22617" -- "Ectatommini 22613"
"None 8300" -- "None 8296"
"None 8300" -- "Gyninae 8301"
"Zygoballus sexpunctatus 5993" -- "Zygoballus 2920"
"Skidmorella 9740" -- "Ptiliinae 9626"
"Ptycta parvidentata 36084" -- "Ptycta 35174"
"Sassacus marginellus 5713" -- "Sassacus 2910"
"Roproniidae 11319" -- "Apocrita 11162"
"Microthespis 12813" -- "Microthespis evansi 54291"
"Microthespis 12813" -- "Microthespis dmitriewi 54290"
"Microthespis 12813" -- "Rivetinini 53080"
"Thomisops 60551" -- "Thomisidae 2678"
"Dipsacales 20743" -- "Caprifoliaceae 20792"
"Dipsacales 20743" -- "Adoxaceae 20799"
"Dipsacales 20743" -- "None 27166"
"Laurales 20672" -- "None 21309"
"Laurales 20672" -- "None 27066"
"Squamipaussus 24887" -- "Paussina 24862"
"None 13143" -- "None 13145"
"None 13143" -- "Nemopteridae 13144"
"None 13143" -- "None 13141"
"None 16521" -- "Rheomys mexicanus 16523"
"None 16521" -- "Rheomys underwoodi 16522"
"None 16521" -- "Rheomys 16517"
"Chondrostei 15043" -- "Palaeonisciformes 68721"
"Chondrostei 15043" -- "Saurichthyiformes 68725"
"Chondrostei 15043" -- "Ptycholepiformes 68727"
"Chondrostei 15043" -- "Perleidiformes 68729"
"Chondrostei 15043" -- "Tarrasiiformes 68722"
"Chondrostei 15043" -- "Pholidopleuriformes 68728"
"Chondrostei 15043" -- "Acipenseriformes 68726"
"Chondrostei 15043" -- "Phanerorhynchiformes 68724"
"Chondrostei 15043" -- "None 68709"
"Siren lacertina 15695" -- "None 15693"
"None 202" -- "Tachyina 206"
"None 202" -- "Micratopus 203"
"None 14633" -- "None 14629"
"None 14633" -- "None 14635"
"Stoichactis haddoni 18759" -- "Stoichactis 18751"
"Microlepadidae 8102" -- "Pedunculata 8097"
"Scorpiops (Alloscorpiops) 6177" -- "None 6176"
"None 16402" -- "Pygathrix 16403"
"None 16402" -- "None 16404"
"None 16402" -- "None 16398"
"Sinohesione 22829" -- "None 22850"
"None 15713" -- "None 15707"
"None 15713" -- "Maniraptora 15715"
"None 15713" -- "Tyrannosauroidea 15714"
"Phanias albeolus 5178" -- "Phanias 2903"
"Ulmeriella shizukuishiensis 11688" -- "Ulmeriella 11381"
"Negromantis gracilis 53587" -- "Negromantis 12681"
"Syntrophospora 59804" -- "Syntrophomonadaceae 59794"
"Pelegrina insignis 5025" -- "montana group 5023"
"Sphenostemon 50853" -- "None 27166"
"None 51216" -- "None 51217"
"None 51216" -- "None 51230"
"None 51216" -- "Glomeromycota 28715"
"Phacochoerus 51717" -- "Suinae 51862"
"Phacochoerus 51717" -- "Phacochoerus africanus 51282"
"Phacochoerus 51717" -- "Phacochoerus aethiopicus 51281"
"Neophoninae 9773" -- "None 9767"
"Psecas bacelarae 5449" -- "Psecas 3062"
"None 8216" -- "Coleoptera 8221"
"None 8216" -- "None 8217"
"None 8216" -- "None 8215"
"Myrmarachne platypalpus 4873" -- "Myrmarachne 3120"
"Murinae 16536" -- "None 50699"
"Murinae 16536" -- "Philippine Old Endemics 50694"
"Murinae 16536" -- "Muridae 16533"
"None 70400" -- "None 70398"
"Orconectes (Hespericambarus) perfectus 7239" -- "Orconectes (Hespericambarus) 7142"
"Phaethon rubricauda 57690" -- "None 57689"
"Microperla 14201" -- "Peltoperlidae 13950"
"Octopoteuthis 19839" -- "Octopoteuthis danae 19842"
"Octopoteuthis 19839" -- "Octopoteuthidae 19834"
"Octopoteuthis 19839" -- "Octopoteuthis indica 19844"
"Octopoteuthis 19839" -- "Octopoteuthis rugosa 19847"
"Octopoteuthis 19839" -- "Octopoteuthis neilseni 19845"
"Octopoteuthis 19839" -- "Octopoteuthis deletron 19843"
"Octopoteuthis 19839" -- "Octopoteuthis sicula 19848"
"Octopoteuthis 19839" -- "Octopoteuthis megaptera 19846"
"Pseudocycnidae 6637" -- "Siphonostomatoida 6461"
"Oleria phenomoe 72411" -- "Oleria 27611"
"None 14638" -- "None 14640"
"None 14638" -- "Sericostomatoidea 14578"
"None 14638" -- "Sericostomatidae 14639"
"Palpifer hopponis 28131" -- "Palpifer 11791"
"Neritopsina 20277" -- "Orthogastropoda 20275"
"Rhyzodiastes parumcostatus 1940" -- "Rhyzodiastes (Rhyzodiastes s. str.) 1935"
"Stomis pumicatus 67801" -- "Stomis 51594"
"Pedaliaceae 20868" -- "core Lamiales 20860"
"Mycetocola 60001" -- "Micrococcineae 60034"
"Pseudosquillidae 6355" -- "None 6345"
"None 16381" -- "Cercopithecidae 16297"
"None 16381" -- "None 16391"
"None 16381" -- "None 16382"
"Siphonactinopsis 17871" -- "Siphonactinopsis laevis 17883"
"Siphonactinopsis 17871" -- "Halcampoididae 17711"
"Dhysorina 1794" -- "Rhysodini 67"
"Dhysorina 1794" -- "Dhysores 1998"
"Dhysorina 1794" -- "Tangarona pensus 2000"
"Dhysorina 1794" -- "Neodhysores 1999"
"None 2795" -- "Nesticidae 2796"
"None 2795" -- "Theridiidae 2797"
"None 2795" -- "None 2793"
"Psychopsidae 13140" -- "Psychopsinae 13216"
"Psychopsidae 13140" -- "None 13139"
"Procambarus (Ortmannicus) lewisi 7575" -- "Procambarus (Ortmannicus) 7346"
"Erwiniana sulcicostis group 258" -- "Erwiniana 225"
"Procambarus (Procambarus) digueti 7349" -- "Procambarus 6720"
"Shepherdia 29816" -- "Ademosynidae 8873"
"Stereomyrmex 22770" -- "Stereomyrmex anderseni 26067"
"Stereomyrmex 22770" -- "Stereomyrmex dispar 26068"
"Stereomyrmex 22770" -- "Formicoxenini 22449"
"Stereomyrmex 22770" -- "Stereomyrmex horni 26069"
"Salticus zebraneus 5677" -- "Salticus 2851"
"None 21611" -- "None 21608"
"None 21611" -- "Rhizogoniales 21612"
"None 21611" -- "None 21613"
"Zuluia 8711" -- "Perisphaeriinae 8307"
"Aleocharinae 9777" -- "None 9776"
"Aleocharinae 9777" -- "None 9813"
"Aleocharinae 9777" -- "None 9816"
"None 13190" -- "None 13192"
"Tomosvaryella gazliensis 55303" -- "Tomosvaryella 54668"
"Niponius striaticeps 9443" -- "Niponiinae 9382"
"Oligotoma 10749" -- "None 10748"
"Zonosagitta littoralis 69080" -- "Zonosagitta 59572"
"Thermocrinis 59618" -- "Aquificae 2285"
"Thinobius 10159" -- "None 10157"
"Typhlomyophthirus bifoliatus 69798" -- "None 72086"
"None 6186" -- "Sotanochactas 6188"
"None 6186" -- "Typhlochactas 6187"
"None 6186" -- "Typhlochactinae 6185"
"Elaphrini 57" -- "None 1088"
"Elaphrini 57" -- "Diacheila 1087"
"Elaphrini 57" -- "Carabidae 8895"
"Tolypothrix 2363" -- "Subsection IV 2349"
"Nothura minor 57517" -- "None 57622"
"Scolodera pardalotus 52978" -- "Liturgusidae 12743"
"Prosthecochloris 59686" -- "Chlorobi 59599"
"Psychidae 12255" -- "Tineoidea 12060"
"None 69959" -- "Cyrestinae 69949"
"Nandiniidae 16010" -- "Feliformia 16003"
"None 2723" -- "None 2724"
"None 2723" -- "None 2729"
"None 2723" -- "None 2717"
"None 6249" -- "Thecostraca 6251"
"None 6249" -- "Tantulocarida 6250"
"None 6249" -- "Crustacea 2529"
"Oxyopsis rubicunda 56152" -- "Oxyopsis 12943"
"Pectinivalvinae 11892" -- "Nepticulidae 11879"
"Pectinivalvinae 11892" -- "Pectinivalva 11894"
"Pectinivalvinae 11892" -- "Roscidotoga 11893"
"Notiobia 1229" -- "None 1228"
"Termitidae 11375" -- "Macrotermitinae 11563"
"Termitidae 11375" -- "Sphaerotermes 52756"
"Termitidae 11375" -- "Apicotermitinae 11562"
"Termitidae 11375" -- "Termitinae 11565"
"Termitidae 11375" -- "None 11374"
"Termitidae 11375" -- "Nasutitermitinae 11564"
"Copromorphoidea 12043" -- "Obtectomera 12023"
"None 65440" -- "Parnassius 65393"
"None 65440" -- "Parnassius honorathi 65442"
"None 65440" -- "Parnassius apollinus 65441"
"Hesionini 22861" -- "Hesioninae 22862"
"Hesionini 22861" -- "None 22859"
"Hesionini 22861" -- "None 22860"
"Platysporina 20291" -- "Bivalvulida 20290"
"Atrochidae 68505" -- "Collothecacea 68389"
"None 13186" -- "None 13184"
"None 13186" -- "Zachobiella 13188"
"None 1190" -- "None 1189"
"None 626" -- "None 624"
"None 626" -- "Philipis cooki 627"
"None 626" -- "Philipis laevigata 628"
"Sitticus floricola 5780" -- "Sitticus 3089"
"Tylomantis fuliginosa 53734" -- "Tylomantis 12689"
"Squalodelphidae 16063" -- "None 23137"
"Zygoballus desidiosus 5976" -- "Zygoballus 2920"
"None 934" -- "Schizogenius sculptilis 935"
"None 934" -- "None 936"
"None 934" -- "Schizogenius tenuis group 932"
"Rhoptromyrmex caritus 25861" -- "Rhoptromyrmex 22733"
"Pseudosagitta gazellae 69074" -- "Pseudosagitta 59570"
"None 15655" -- "None 15654"
"None 15655" -- "Salamandra salamandra 15657"
"None 15655" -- "Salamandra atra 15656"
"Sphecopteridae 13083" -- "Megasecoptera 8261"
"Sphecopteridae 13083" -- "Sphecoptera 13084"
"Temnelytra 8554" -- "Blattidae 8282"
"Geraniales 21041" -- "Vivianiaceae 21110"
"Geraniales 21041" -- "Rosids 20701"
"Sphinctomyrmex duchaussoyi 26821" -- "Sphinctomyrmex 22634"
"None 60347" -- "Caesalpinieae s.l. &amp; s.s., Cassieae sensu stricto, Mimosoideae 60239"
"None 60347" -- "None 65336"
"None 60347" -- "None 65340"
"Neodasyidae 19282" -- "Chaetotonida 19281"
"None 800" -- "None 799"
"None 7068" -- "None 7070"
"None 7068" -- "None 7066"
"Rossia macrosoma 20067" -- "Rossia 20024"
"Samarangopus 52701" -- "Eurypauropodidae 14693"
"Oncopera rufobrunnea 28536" -- "Oncopera 11839"
"Plesiomeryx 51238" -- "Cainotheriidae 33102"
"Congoharpax 52976" -- "Hymenopodinae 12622"
"Sepiella 20010" -- "Sepiella japonica 20019"
"Sepiella 20010" -- "Sepiella ocellata 20020"
"Sepiella 20010" -- "Sepiella inermis 20018"
"Sepiella 20010" -- "Sepiella ornata 20016"
"Sepiella 20010" -- "Sepiidae 19987"
"Sepiella 20010" -- "Sepiella cyanea 20017"
"Succiniclasticum 59790" -- "Acidaminococcaceae 59767"
"Myrmarachne kiboschensis 4811" -- "Myrmarachne 3120"
"Pellenes limatus 5129" -- "Pellenes 3071"
"Stagmomantis parvidentata 56205" -- "Stagmomantis 12786"
"None 33152" -- "None 33146"
"None 66400" -- "Caracara 66408"
"None 66400" -- "None 66399"
"None 66400" -- "None 66401"
"None 727" -- "None 729"
"None 727" -- "West African lineage 728"
"None 727" -- "None 726"
"Allocapnia 14102" -- "None 14097"
"Allocapnia 14102" -- "None 13957"
"Ophonichius 52168" -- "Abacetini 51300"
"Phymanthus pinnulatum 18726" -- "Phymanthus 18719"
"Tremoctopus robsoni 20221" -- "Tremoctopus 20202"
"Rhinotermitidae 11377" -- "Schedorhinotermes 11554"
"Rhinotermitidae 11377" -- "Psammotermes 11547"
"Rhinotermitidae 11377" -- "Rhinotermes 11553"
"Rhinotermitidae 11377" -- "Prorhinotermes 11552"
"Rhinotermitidae 11377" -- "Tsaitermes 11545"
"Rhinotermitidae 11377" -- "Termitogeton 11557"
"Rhinotermitidae 11377" -- "None 11374"
"Rhinotermitidae 11377" -- "Reticulitermes 11544"
"Rhinotermitidae 11377" -- "Parastylotermes 11556"
"Rhinotermitidae 11377" -- "Stylotermes 11555"
"Isophellia 18184" -- "Isophelliidae 17972"
"None 13782" -- "None 13780"
"Pellucidonicus 8542" -- "Blattidae 8282"
"Procambarus (Ortmannicus) acutissimus 7548" -- "Procambarus (Ortmannicus) 7346"
"Thespis disparilis 56690" -- "Thespis 12903"
"Ophthalmopsocus 35147" -- "Metylophorini 50648"
"Promicromonospora 60009" -- "Micrococcineae 60034"
"Phortioeca 8829" -- "None 8828"
"Teleostei 15054" -- "Halecostomi 68717"
"Teleostei 15054" -- "None 15070"
"Teleostei 15054" -- "Ichthyodectiformes 68793"
"Teleostei 15054" -- "Tselfatiformes 15067"
"Teleostei 15054" -- "Pholidophoriformes 15068"
"Eugereonidae 13472" -- "None 13469"
"Eugereonidae 13472" -- "Peromaptera 13557"
"Eugereonidae 13472" -- "Sandiella 13558"
"Eugereonidae 13472" -- "Valdeania 13559"
"Eulithomyrmex 22611" -- "Agroecomyrmecinae 22220"
"Superornatiremidae 6526" -- "Harpacticoida 6458"
"Proformica korbi 24430" -- "Proformica 22331"
"Pentastomida 6405" -- "Branchiura 6248"
"None 27662" -- "None 27666"
"None 27662" -- "None 27661"
"Eresoidea 2684" -- "None 2700"
"Eresoidea 2684" -- "Entelegynae 2651"
"Phylloxeroidea 11008" -- "None 11007"
"Phylloxeroidea 11008" -- "Phylloxeridae 11126"
"Phylloxeroidea 11008" -- "None 11122"
"Metriomantis pilosella 56122" -- "Metriomantis 53097"
"Palaeostomatopoda 6301" -- "Hoplocarida 6298"
"Planctoteuthis danae 19492" -- "Planctoteuthis 19464"
"Santalales 20697" -- "None 20696"
"Santalales 20697" -- "Olacaceae 21277"
"Santalales 20697" -- "None 21278"
"Mesevania swinhoei 25818" -- "None 66361"
"Strongylognathus karawajewi 25883" -- "Strongylognathus 22734"
"Milvago chimachima 66468" -- "Milvago 66405"
"Pachymantis 12669" -- "Pachymantis bicingulata 53518"
"Pachymantis 12669" -- "Pachymantis dohertii 53519"
"None 6210" -- "None 6211"
"None 6210" -- "None 6196"
"None 6210" -- "Paravaejovis 6216"
"None 7000" -- "None 7001"
"None 7000" -- "None 6999"
"None 7316" -- "None 7310"
"None 7316" -- "Orconectes (Procericambarus) barrenensis 7317"
"Acanthops falcata group 52919" -- "Acanthops 12639"
"Acanthops falcata group 52919" -- "None 52921"
"None 57478" -- "None 57479"
"None 57478" -- "None 57477"
"Sula sula 57679" -- "Sula 57671"
"Sphodromantis hyalina 54597" -- "Sphodromantis 12787"
"Psychopsis maculipennis 13242" -- "None 13241"
"Protelytron 14410" -- "Protelytridae 14409"
"None 14967" -- "None 14969"
"None 14967" -- "Pantelosaurus 14968"
"None 14967" -- "None 14965"
"Myrmarachne spissa 4900" -- "Myrmarachne 3120"
"None 27194" -- "None 27200"
"None 27194" -- "None 27179"
"None 27194" -- "Pinus monticola 27193"
"None 10736" -- "None 10737"
"None 10736" -- "None 10733"
"None 10736" -- "Embiidae 10752"
"None 10736" -- "None 10745"
"Rhyzodiastes maritimus 1955" -- "None 1952"
"Phlegra fulvastra 5333" -- "Phlegra 3059"
"Nguruwe 51743" -- "Kubanochoerinae 51858"
"None 65171" -- "None 65169"
"Porrorhynchus 8935" -- "None 8933"
"Zygodontomys 50672" -- "Oryzomyini 16587"
"Parasuchia 14874" -- "None 14873"
"Salterprovirus 58000" -- "Double-stranded DNA Viruses 21830"
"Hydraenidae 9615" -- "Hydraeninae 28049"
"Hydraenidae 9615" -- "Ochthebiinae 28048"
"Hydraenidae 9615" -- "None 29358"
"Reduncinae 51165" -- "None 51138"
"Reduncinae 51165" -- "None 51132"
"Reduncinae 51165" -- "Fossil Reduncinae 52731"
"Reduncinae 51165" -- "None 51164"
"Tomosvaryella aegyptium 55222" -- "Tomosvaryella 54668"
"None 26496" -- "Myrmecocystus nequatzcatl 24560"
"None 26496" -- "None 26495"
"None 26496" -- "None 26497"
"Pyrgomantis 12884" -- "Pyrgomantis bisignata 56440"
"Pyrgomantis 12884" -- "Pyrgomantis nasuta 56447"
"Pyrgomantis 12884" -- "Pyrgomantis wellmanni 56455"
"Pyrgomantis 12884" -- "Pyrgomantis singularis 56454"
"Pyrgomantis 12884" -- "Pyrgomantis rhodesica 56450"
"Pyrgomantis 12884" -- "Pyrgomantis nana 56446"
"Pyrgomantis 12884" -- "Pyrgomantis pallida 56449"
"Pyrgomantis 12884" -- "Pyrgomantis jonesi 56443"
"Pyrgomantis 12884" -- "Pyrgomantis mabuia 56444"
"Pyrgomantis 12884" -- "Pyrgomantis congica 56441"
"Pyrgomantis 12884" -- "Pyrgomantis ornatipes 56448"
"Pyrgomantis 12884" -- "Tarachodinae 52981"
"Pyrgomantis 12884" -- "Pyrgomantis mitrata 56445"
"Pyrgomantis 12884" -- "Pyrgomantis runifera 56451"
"Pyrgomantis 12884" -- "Pyrgomantis simillima 56453"
"Pyrgomantis 12884" -- "Pyrgomantis fasciata 56442"
"Myrmecolax odontognathus 66806" -- "Myrmecolax 66779"
"None 3985" -- "Habronattus viridipes group 4003"
"None 3985" -- "None 3987"
"Pteronymia [n. sp. 2] 72484" -- "Pteronymia 27617"
"None 21367" -- "Potamogetonaceae 21368"
"None 21367" -- "None 21365"
"None 21367" -- "Zannichelliaceae 21369"
"None 21191" -- "None 21190"
"None 21191" -- "None 21193"
"Urediniomycotina 20528" -- "Mycogloea group 52263"
"Urediniomycotina 20528" -- "Urediniomycotina incertae sedis 59446"
"Urediniomycotina 20528" -- "Urediniomycetes 51246"
"Urediniomycotina 20528" -- "Cystobasidiomycetes 51262"
"Urediniomycotina 20528" -- "Basidiomycota 20520"
"Urediniomycotina 20528" -- "Agaricostilbomycetes 51253"
"Urediniomycotina 20528" -- "Microbotryomycetes 51254"
"Urediniomycotina 20528" -- "Mixia osmundae 51266"
"None 1594" -- "Stricteripus 1596"
"None 1594" -- "Pelecium 1595"
"None 1594" -- "None 1592"
"Microcephalops exsertus 55112" -- "Microcephalops 54649"
"None 5037" -- "Pelegrina proxima 5039"
"None 5037" -- "None 5041"
"None 5037" -- "Pelegrina peckhamorum 5040"
"None 5037" -- "Pelegrina dithalea 5038"
"None 5037" -- "None 5011"
"Trichocerca 68483" -- "Trichocercidae 68480"
"Zauschneria 21233" -- "None 21232"
"Seison africanus 68513" -- "None 68512"
"Xanthomantis (Xanthomantis) bimaculata 53604" -- "Xanthomantis (Xanthomantis) 53603"
"Nothogalepsus planivertex 52985" -- "Tarachodinae 52981"
"Planobispora 60082" -- "Streptosporangineae 60074"
"Phyllodocidae 22804" -- "None 22813"
"None 7310" -- "None 7309"
"None 12972" -- "None 12970"
"None 12972" -- "None 12974"
"Enoploteuthis 19641" -- "Enoploteuthidae 19634"
"Enoploteuthis 19641" -- "Enoploteuthis leptura 19710"
"Myrmarachne kuroiwana 4815" -- "Myrmarachne 3120"
"Theriodontia 15026" -- "Therapsida 14973"
"Theriodontia 15026" -- "None 15028"
"Pseudanisentomon 26965" -- "Eosentomidae 14444"
"None 17257" -- "None 17255"
"None 17257" -- "Physalaemus olfersii 17258"
"None 17257" -- "None 17259"
"Stomonaxellus 51333" -- "Drimostomatina 51326"
"None 65435" -- "Parnassius 65393"
"None 65435" -- "Parnassius nomion 65436"
"None 65435" -- "Parnassius epaphus 65437"
"Sphodromantis viridis 54611" -- "Sphodromantis 12787"
"None 67883" -- "Allotriopus 51653"
"None 67883" -- "Percolaus 51652"
"None 67883" -- "Pterostichini 102"
"None 67883" -- "Pterostichus 51895"
"Old World 5464" -- "Pseudicius flavipes 5488"
"Old World 5464" -- "Pseudicius vulpes 5532"
"Old World 5464" -- "Pseudicius philippinensis 5510"
"Old World 5464" -- "Pseudicius originalis 5507"
"Old World 5464" -- "Pseudicius shirinae 5519"
"Old World 5464" -- "Pseudicius braunsi 5473"
"Old World 5464" -- "Pseudicius spiniger 5524"
"Old World 5464" -- "Pseudicius cultrifer 5479"
"Old World 5464" -- "Pseudicius asoroticus 5469"
"Old World 5464" -- "Pseudicius tripunctatus 5528"
"Old World 5464" -- "Pseudicius elmenteitae 5484"
"Old World 5464" -- "Pseudicius afghanicus 5465"
"Old World 5464" -- "Pseudicius cinctus 5475"
"Old World 5464" -- "Pseudicius risbeci 5514"
"Old World 5464" -- "Pseudicius spasskyi 5523"
"Old World 5464" -- "Pseudicius pseudicioides 5512"
"Old World 5464" -- "Pseudicius bipunctatus 5472"
"Old World 5464" -- "Pseudicius picaceus 5509"
"Old World 5464" -- "Pseudicius stridulator 5525"
"Old World 5464" -- "Pseudicius tamaricis 5526"
"Old World 5464" -- "Pseudicius okinawaensis 5506"
"Old World 5464" -- "Pseudicius modestus 5502"
"Old World 5464" -- "Pseudicius manillaensis 5499"
"Old World 5464" -- "Pseudicius zebra 5535"
"Old World 5464" -- "Pseudicius bamakoi 5471"
"Old World 5464" -- "Pseudicius marshi 5501"
"Old World 5464" -- "Pseudicius andamanius 5467"
"Old World 5464" -- "Pseudicius koreanus 5496"
"Old World 5464" -- "Pseudicius histrionicus 5493"
"Old World 5464" -- "Pseudicius encarpatus 5485"
"Old World 5464" -- "Pseudicius vestjensi 5531"
"Old World 5464" -- "Pseudicius samoaensis 5516"
"Old World 5464" -- "Pseudicius tokaraensis 5527"
"Old World 5464" -- "Pseudicius sindbadi 5521"
"Old World 5464" -- "Pseudicius musculus 5503"
"Old World 5464" -- "Pseudicius seychellensis 5517"
"Old World 5464" -- "Pseudicius himeshimensis 5492"
"Old World 5464" -- "Pseudicius rudakii 5515"
"Old World 5464" -- "Pseudicius frigidus 5489"
"Old World 5464" -- "Pseudicius cognatus 5476"
"Old World 5464" -- "Pseudicius wadis 5533"
"Old World 5464" -- "Pseudicius nuclearis 5505"
"Old World 5464" -- "Pseudicius kulczynskii 5497"
"Old World 5464" -- "Pseudicius palaestinensis 5508"
"Old World 5464" -- "Pseudicius cambridgei 5474"
"Old World 5464" -- "Pseudicius similis 5520"
"Old World 5464" -- "Pseudicius kaszabi 5495"
"Old World 5464" -- "Pseudicius reiskindi 5513"
"Old World 5464" -- "Pseudicius yeni 5534"
"Old World 5464" -- "Pseudicius espereyi 5487"
"Old World 5464" -- "Pseudicius courtauldi 5477"
"Old World 5464" -- "Pseudicius punctatus 5511"
"Old World 5464" -- "Pseudicius ghesquierei 5490"
"Old World 5464" -- "Pseudicius delesserti 5482"
"Old World 5464" -- "Pseudicius unicus 5529"
"Old World 5464" -- "Pseudicius decemnotatus 5481"
"Old World 5464" -- "Pseudicius epiblemmoides 5486"
"Old World 5464" -- "Pseudicius africanus 5466"
"Old World 5464" -- "Pseudicius sheherezadae 5518"
"Old World 5464" -- "Pseudicius huntorum 5494"
"Old World 5464" -- "Pseudicius ludhianaensis 5498"
"Old World 5464" -- "Pseudicius grayorum 5491"
"Old World 5464" -- "Pseudicius maureri 5500"
"Old World 5464" -- "Pseudicius courti 5478"
"Old World 5464" -- "Pseudicius arabicus 5468"
"Old World 5464" -- "Pseudicius vesporum 5530"
"Old World 5464" -- "Pseudicius badius 5470"
"Old World 5464" -- "Pseudicius deletus 5483"
"None 15377" -- "None 15376"
"None 15377" -- "None 15378"
"Pseudouroctonus reddelli 6199" -- "None 6198"
"Erwiniana huacamayas group 262" -- "Erwiniana 225"
"Protrochocyathus 18940" -- "Genus group 1 18926"
"Xenomyrmex floridanus 26097" -- "Xenomyrmex 22774"
"Signiphoridae 11296" -- "Chalcidoidea 11183"
"Pseudoyersinia teydeana 53911" -- "Pseudoyersinia 12533"
"Sundasalangidae 15161" -- "Osmeroidea 15158"
"Mus 50709" -- "None 50699"
"None 70462" -- "Panacea 70463"
"None 70462" -- "Ageroniini 70245"
"Rhene callida 5550" -- "Rhene 2907"
"Muntingiaceae 21184" -- "None 21178"
"None 76508" -- "None 76500"
"None 76508" -- "None 76510"
"Minacraga itatiaia 29870" -- "Minacraga 29614"
"Scorpionidae 6166" -- "None 6159"
"Scorpionidae 6166" -- "Scorpio 6158"
"Scorpionidae 6166" -- "None 6165"
"Orconectes (Procericambarus) punctimanus 7301" -- "None 7286"
"Sivahyus 51751" -- "Suinae 51862"
"None 22118" -- "Andrenidae 22096"
"None 22118" -- "Panurginae 22117"
"None 22118" -- "Oxaeinae 22116"
"Zorotypus caudelli 14654" -- "Zorotypus (Zorotypus) 27787"
"Lampronia 12411" -- "None 12410"
"Pteronymia dispaena 72487" -- "Pteronymia 27617"
"Ptilium smithsi 9754" -- "Ptilium 9707"
"Salticus 2851" -- "Salticus prosper 5657"
"Salticus 2851" -- "Salticus gracilis 5627"
"Salticus 2851" -- "Salticus unciger 5672"
"Salticus 2851" -- "Salticus cephalicus 5613"
"Salticus 2851" -- "Salticus fumosus 5624"
"Salticus 2851" -- "Salticus dzhungaricus 5618"
"Salticus 2851" -- "Salticus palpalis 5650"
"Salticus 2851" -- "Salticus flavipalpis 5622"
"Salticus 2851" -- "Salticus marenzelleri 5637"
"Salticus 2851" -- "Salticus fulvounilineatus 5623"
"Salticus 2851" -- "Salticus jenynsi 5630"
"Salticus 2851" -- "Salticus mandibularis 5636"
"Salticus 2851" -- "Salticus confusus 5615"
"Salticus 2851" -- "Salticus candidus 5612"
"Salticus 2851" -- "Salticus rufifrons 5660"
"Salticus 2851" -- "Salticus proszynskii 5658"
"Salticus 2851" -- "Salticus unispina 5674"
"Salticus 2851" -- "Salticus sedulus 5665"
"Salticus 2851" -- "Salticus unicolor 5673"
"Salticus 2851" -- "Salticus mutabilis 5642"
"Salticus 2851" -- "Salticus olivaceus 5647"
"Salticus 2851" -- "Salticus gomerensis 5626"
"Salticus 2851" -- "Salticus splendens 5666"
"Salticus 2851" -- "Salticus lilliputanus 5633"
"Salticus 2851" -- "Salticus oseryi 5649"
"Salticus 2851" -- "Salticus propinquus 5655"
"Salticus 2851" -- "Salticus v-notatus 5675"
"Salticus 2851" -- "Salticus potanini 5654"
"Salticus 2851" -- "Salticus conjunctus 5616"
"Salticus 2851" -- "None 2849"
"Salticus 2851" -- "Salticus scitulus 5664"
"Salticus 2851" -- "Salticus modicus 5640"
"Salticus 2851" -- "Salticus guerini 5628"
"Salticus 2851" -- "Salticus xantofrontalis 5676"
"Salticus 2851" -- "Salticus biguttatus 5608"
"Salticus 2851" -- "Salticus latidentatus 5632"
"Salticus 2851" -- "Salticus tricinctus 5670"
"Salticus 2851" -- "Salticus cingulatus 5614"
"Salticus 2851" -- "Salticus nigrifrons 5645"
"Salticus 2851" -- "Salticus mustillinus 5641"
"Salticus 2851" -- "Salticus minax 5639"
"Salticus 2851" -- "Salticus festivus 5620"
"Salticus 2851" -- "Salticus scenicus 5663"
"Salticus 2851" -- "Salticus ravus 5659"
"Salticus 2851" -- "Salticus berbruggeri 5607"
"Salticus 2851" -- "Salticus testaceolineatus 5669"
"Salticus 2851" -- "Salticus myrmecoides 5644"
"Salticus 2851" -- "Salticus brasiliensis 5610"
"Salticus 2851" -- "Salticus notatus 5646"
"Salticus 2851" -- "Salticus koreanus 5631"
"Salticus 2851" -- "Salticus albobarbatus 5597"
"Salticus 2851" -- "Salticus albovittatus 5598"
"Salticus 2851" -- "Salticus exilis 5619"
"Salticus 2851" -- "Salticus guichenoti 5629"
"Salticus 2851" -- "Salticus major 5635"
"Salticus 2851" -- "Salticus ambiguus 5600"
"Salticus 2851" -- "Salticus atratus 5603"
"Salticus 2851" -- "Salticus canariensis 5611"
"Salticus 2851" -- "Salticus placidus 5653"
"Salticus 2851" -- "Salticus quagga 5662"
"Salticus 2851" -- "Salticus arenarius 5602"
"Salticus 2851" -- "Salticus oranensis 5648"
"Salticus 2851" -- "Salticus trunctatus 5671"
"Salticus 2851" -- "Salticus apressus 5601"
"Salticus 2851" -- "Salticus myrmecinus 5643"
"Salticus 2851" -- "Salticus tenebricus 5668"
"Salticus 2851" -- "Salticus attenuatus 5604"
"Salticus 2851" -- "Salticus curvus 5617"
"Salticus 2851" -- "Salticus aubryi 5605"
"Salticus 2851" -- "Salticus tabinus 5667"
"Salticus 2851" -- "Salticus furvus 5625"
"Salticus 2851" -- "Salticus albipalpis 5596"
"Salticus 2851" -- "Salticus paludivagus 5651"
"Salticus 2851" -- "Salticus rufolineatus 5661"
